id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
245227,Male,37,1,39.0,0,1-2 Year,Yes,2630.0,124.0,245,0
50821,Male,45,1,21.0,1,1-2 Year,No,2630.0,156.0,200,0
237709,Female,46,1,15.0,0,> 2 Years,Yes,2630.0,156.0,229,0
16536,Female,23,1,3.0,0,1-2 Year,Yes,31238.0,124.0,135,1
21691,Male,21,1,35.0,1,< 1 Year,No,79532.0,152.0,78,0
295826,Female,43,1,6.0,1,1-2 Year,No,26896.0,124.0,63,0
182311,Female,45,1,46.0,0,1-2 Year,Yes,2630.0,156.0,175,0
262507,Male,26,1,32.0,1,< 1 Year,No,29170.0,152.0,270,0
335297,Male,44,1,48.0,0,> 2 Years,Yes,2630.0,156.0,54,0
54346,Female,22,1,47.0,0,< 1 Year,Yes,26866.0,152.0,214,0
145797,Female,24,1,47.0,1,< 1 Year,No,36845.0,152.0,152,0
37791,Male,34,1,46.0,0,1-2 Year,Yes,28395.0,154.0,286,0
299824,Female,59,1,28.0,0,1-2 Year,Yes,96482.0,26.0,25,0
59952,Male,20,1,32.0,0,< 1 Year,Yes,23744.0,160.0,213,0
105612,Male,44,1,50.0,1,1-2 Year,No,27259.0,8.0,136,0
59815,Female,38,1,50.0,1,1-2 Year,No,30316.0,152.0,91,0
127124,Female,48,1,28.0,0,1-2 Year,Yes,50808.0,26.0,128,0
188486,Female,73,1,34.0,0,> 2 Years,Yes,2630.0,124.0,47,0
220755,Male,40,1,18.0,1,1-2 Year,No,2630.0,124.0,114,0
69914,Male,42,1,8.0,0,1-2 Year,Yes,29945.0,7.0,77,0
177912,Female,56,1,25.0,0,1-2 Year,Yes,33564.0,26.0,27,0
9484,Female,27,1,50.0,1,< 1 Year,No,53228.0,152.0,212,0
36708,Female,77,1,28.0,0,1-2 Year,Yes,41421.0,124.0,49,0
120479,Female,48,1,28.0,0,1-2 Year,Yes,24555.0,122.0,268,0
113195,Male,24,1,11.0,1,< 1 Year,No,18138.0,151.0,102,0
160585,Male,38,1,3.0,0,1-2 Year,Yes,28041.0,160.0,281,0
225219,Female,70,1,21.0,0,1-2 Year,Yes,22058.0,26.0,157,0
225932,Male,39,1,45.0,1,1-2 Year,Yes,42516.0,26.0,265,0
349908,Male,23,1,41.0,1,< 1 Year,No,34446.0,152.0,142,0
12206,Female,28,1,29.0,1,< 1 Year,No,33385.0,160.0,155,0
195391,Male,28,1,28.0,1,< 1 Year,No,40373.0,152.0,38,0
266811,Female,25,1,15.0,1,< 1 Year,No,31612.0,152.0,292,0
36858,Male,26,1,50.0,1,< 1 Year,No,27798.0,152.0,54,0
195567,Male,24,1,26.0,1,< 1 Year,No,49899.0,152.0,119,0
145278,Male,32,1,18.0,1,< 1 Year,Yes,32831.0,152.0,144,0
261575,Female,45,1,3.0,1,1-2 Year,No,25275.0,124.0,289,0
218039,Female,38,1,28.0,0,1-2 Year,Yes,2630.0,26.0,238,0
46935,Male,30,1,18.0,1,< 1 Year,No,30114.0,152.0,197,0
110945,Male,27,1,3.0,1,< 1 Year,No,32203.0,152.0,232,0
379538,Female,52,1,46.0,1,1-2 Year,No,28905.0,26.0,193,0
230385,Male,47,1,28.0,0,1-2 Year,Yes,45408.0,124.0,208,1
106728,Female,28,1,35.0,1,< 1 Year,No,2630.0,152.0,43,0
94146,Male,61,1,34.0,0,1-2 Year,Yes,28436.0,154.0,21,0
365946,Male,21,1,29.0,1,< 1 Year,No,2630.0,160.0,265,0
329186,Female,47,1,46.0,0,1-2 Year,Yes,30106.0,124.0,238,0
347649,Male,24,1,41.0,1,< 1 Year,No,30554.0,152.0,263,0
27514,Female,53,1,20.0,0,1-2 Year,Yes,2630.0,124.0,247,0
185414,Male,57,1,29.0,0,1-2 Year,Yes,31707.0,26.0,143,1
362565,Male,24,1,28.0,1,< 1 Year,No,45262.0,160.0,213,0
355420,Female,50,1,28.0,0,1-2 Year,Yes,2630.0,122.0,215,1
58731,Male,24,1,41.0,1,< 1 Year,No,32852.0,152.0,58,0
141738,Female,38,1,38.0,0,1-2 Year,Yes,21835.0,60.0,115,1
324996,Female,69,1,46.0,0,1-2 Year,Yes,35137.0,124.0,134,0
169011,Male,31,1,39.0,0,1-2 Year,Yes,34177.0,124.0,123,1
353493,Female,31,1,30.0,0,1-2 Year,Yes,2630.0,157.0,252,0
12611,Male,24,1,15.0,1,< 1 Year,No,30985.0,152.0,142,0
312669,Male,78,1,28.0,0,1-2 Year,Yes,29962.0,13.0,160,0
199093,Female,58,1,28.0,0,> 2 Years,Yes,67057.0,26.0,151,0
290801,Male,46,1,35.0,0,1-2 Year,Yes,2630.0,124.0,232,1
184568,Male,40,1,28.0,0,1-2 Year,Yes,57495.0,26.0,285,0
95847,Male,40,1,28.0,0,1-2 Year,Yes,32156.0,124.0,202,0
265416,Male,50,1,10.0,0,1-2 Year,Yes,2630.0,157.0,128,1
344259,Male,53,1,28.0,1,1-2 Year,No,49658.0,124.0,176,0
68957,Male,25,1,10.0,1,< 1 Year,No,28047.0,152.0,29,0
43694,Male,58,1,6.0,1,1-2 Year,Yes,25455.0,26.0,229,0
35158,Male,20,1,13.0,0,< 1 Year,Yes,26720.0,160.0,69,0
242321,Female,48,1,11.0,1,1-2 Year,No,35722.0,120.0,90,0
276766,Male,25,1,8.0,0,< 1 Year,No,43010.0,152.0,98,0
22278,Male,51,1,28.0,1,1-2 Year,No,42520.0,26.0,51,0
33936,Male,48,1,12.0,1,1-2 Year,No,2630.0,156.0,15,0
228555,Male,60,1,28.0,1,1-2 Year,No,38890.0,124.0,193,0
129750,Male,35,1,8.0,0,1-2 Year,No,61941.0,154.0,12,0
351042,Female,37,1,36.0,0,1-2 Year,Yes,35552.0,154.0,64,0
240070,Male,40,1,41.0,0,1-2 Year,No,27748.0,152.0,184,0
309216,Male,69,1,39.0,0,1-2 Year,Yes,2630.0,15.0,280,1
375690,Male,20,1,13.0,0,< 1 Year,Yes,20177.0,160.0,202,0
273359,Female,37,1,8.0,0,1-2 Year,No,31987.0,124.0,244,0
50060,Male,42,1,20.0,0,1-2 Year,Yes,2630.0,124.0,82,0
16480,Female,47,1,6.0,1,1-2 Year,No,33163.0,26.0,143,0
247092,Female,48,1,13.0,0,1-2 Year,Yes,2630.0,156.0,89,0
310750,Male,31,1,28.0,0,< 1 Year,Yes,32744.0,124.0,159,1
50135,Female,65,1,35.0,0,1-2 Year,Yes,26636.0,124.0,73,0
57936,Male,55,1,38.0,1,1-2 Year,No,33321.0,124.0,247,0
112016,Female,24,1,27.0,1,< 1 Year,No,2630.0,152.0,150,0
23321,Female,26,1,50.0,1,< 1 Year,No,25567.0,152.0,65,0
260560,Male,22,1,30.0,1,< 1 Year,No,48525.0,152.0,92,0
262100,Male,53,1,36.0,0,1-2 Year,Yes,42945.0,26.0,286,1
210577,Male,24,1,28.0,1,< 1 Year,No,37524.0,152.0,72,0
52969,Male,27,1,28.0,1,1-2 Year,No,2630.0,156.0,165,0
122039,Female,29,1,28.0,1,< 1 Year,No,45806.0,152.0,292,0
62992,Female,25,1,37.0,0,< 1 Year,Yes,19971.0,152.0,200,0
57421,Male,41,1,3.0,0,1-2 Year,Yes,29894.0,26.0,277,1
100941,Male,54,1,45.0,0,1-2 Year,Yes,33653.0,26.0,82,1
241429,Male,24,1,41.0,1,< 1 Year,No,34613.0,152.0,110,0
245456,Male,23,1,6.0,1,< 1 Year,No,26467.0,152.0,123,0
55906,Male,70,1,28.0,0,1-2 Year,Yes,40628.0,124.0,284,0
155399,Female,45,1,33.0,1,1-2 Year,No,50996.0,26.0,154,0
139919,Male,45,1,21.0,1,1-2 Year,No,29189.0,26.0,298,0
62832,Male,47,1,28.0,0,1-2 Year,Yes,27728.0,154.0,47,0
70722,Female,23,1,13.0,0,< 1 Year,Yes,19376.0,151.0,178,0
238552,Female,22,1,6.0,1,< 1 Year,No,18378.0,152.0,259,0
120124,Male,36,1,28.0,1,1-2 Year,No,35074.0,124.0,218,0
299305,Female,40,1,45.0,0,1-2 Year,Yes,32922.0,26.0,77,0
47707,Female,44,1,50.0,0,1-2 Year,No,30395.0,152.0,282,0
45241,Male,38,1,3.0,0,1-2 Year,Yes,38114.0,124.0,288,1
355871,Female,45,1,31.0,0,1-2 Year,Yes,2630.0,98.0,234,0
269743,Female,32,1,28.0,1,< 1 Year,No,29470.0,152.0,153,0
319070,Female,30,1,41.0,0,< 1 Year,Yes,29686.0,152.0,72,1
48802,Female,23,1,36.0,1,< 1 Year,No,32036.0,152.0,213,0
295396,Female,28,1,8.0,1,< 1 Year,No,39846.0,152.0,117,0
53680,Female,33,1,15.0,1,< 1 Year,No,32412.0,151.0,126,0
348561,Female,31,1,30.0,1,< 1 Year,No,40314.0,152.0,194,0
362207,Male,45,1,20.0,0,1-2 Year,Yes,2630.0,124.0,241,0
274126,Female,25,1,8.0,1,< 1 Year,No,34376.0,152.0,138,0
197295,Female,36,1,28.0,0,1-2 Year,Yes,25862.0,124.0,238,1
165601,Female,22,1,28.0,0,1-2 Year,Yes,37203.0,154.0,129,0
281470,Male,24,1,15.0,0,< 1 Year,Yes,26276.0,152.0,139,0
286647,Male,46,1,18.0,1,1-2 Year,No,2630.0,26.0,199,0
139934,Female,26,1,30.0,1,< 1 Year,No,34051.0,152.0,214,0
91265,Female,25,1,8.0,1,< 1 Year,No,31007.0,152.0,21,0
290773,Male,60,1,8.0,0,1-2 Year,Yes,37576.0,124.0,243,0
163635,Female,23,1,8.0,0,< 1 Year,Yes,2630.0,152.0,226,0
47738,Female,35,1,49.0,1,1-2 Year,No,19866.0,163.0,102,0
48696,Female,25,1,46.0,1,< 1 Year,No,26894.0,152.0,48,0
345347,Female,21,1,46.0,0,1-2 Year,Yes,18692.0,124.0,150,0
140429,Female,26,1,41.0,1,< 1 Year,No,27446.0,152.0,278,0
221055,Female,47,1,28.0,1,1-2 Year,No,29623.0,26.0,208,0
89638,Female,21,1,32.0,0,< 1 Year,No,30241.0,160.0,62,0
370320,Female,40,1,28.0,0,1-2 Year,No,47708.0,124.0,131,0
80705,Male,45,1,28.0,0,1-2 Year,Yes,2630.0,26.0,62,1
352278,Male,53,1,10.0,0,1-2 Year,Yes,26387.0,152.0,227,0
98799,Female,25,1,21.0,1,< 1 Year,No,27213.0,152.0,208,0
187480,Male,46,1,46.0,1,1-2 Year,No,2630.0,124.0,138,0
223037,Female,27,1,37.0,0,< 1 Year,Yes,37541.0,152.0,144,0
63382,Male,50,1,36.0,0,1-2 Year,Yes,2630.0,163.0,248,0
61938,Female,26,1,46.0,1,< 1 Year,No,26816.0,152.0,135,0
124462,Female,60,1,28.0,0,1-2 Year,Yes,50937.0,26.0,149,0
256790,Female,45,1,28.0,1,1-2 Year,No,2630.0,26.0,274,0
273445,Male,23,1,2.0,0,< 1 Year,No,40116.0,152.0,129,0
369301,Female,45,1,8.0,0,1-2 Year,Yes,29535.0,124.0,170,0
204775,Male,20,1,30.0,0,< 1 Year,Yes,26915.0,160.0,70,0
239074,Female,22,1,46.0,0,< 1 Year,Yes,35019.0,152.0,287,0
297042,Female,24,1,45.0,1,< 1 Year,No,38944.0,152.0,185,0
61782,Male,27,1,6.0,1,< 1 Year,No,22394.0,152.0,56,0
217970,Male,61,1,21.0,0,1-2 Year,Yes,33561.0,152.0,38,0
13050,Female,29,1,3.0,1,< 1 Year,No,34524.0,152.0,257,0
345250,Male,54,1,47.0,1,1-2 Year,No,52563.0,124.0,214,0
148170,Female,30,1,29.0,1,< 1 Year,No,2630.0,152.0,297,0
189510,Female,30,1,28.0,0,< 1 Year,Yes,32721.0,152.0,19,0
351059,Male,23,1,47.0,1,< 1 Year,No,54395.0,152.0,95,0
88110,Female,24,1,46.0,1,< 1 Year,No,39451.0,152.0,170,0
6456,Female,26,1,11.0,1,< 1 Year,No,29123.0,152.0,113,0
174411,Male,44,1,2.0,1,1-2 Year,No,30484.0,124.0,69,0
225410,Male,25,1,8.0,1,< 1 Year,No,31616.0,152.0,150,0
274317,Female,26,1,41.0,1,< 1 Year,No,22618.0,152.0,137,0
86437,Female,31,1,31.0,0,1-2 Year,Yes,2630.0,124.0,45,1
97152,Female,43,1,28.0,1,1-2 Year,Yes,40842.0,13.0,75,0
108153,Male,54,1,15.0,0,1-2 Year,Yes,2630.0,26.0,204,0
111364,Male,64,1,8.0,0,1-2 Year,No,2630.0,26.0,156,0
113857,Female,43,1,28.0,1,1-2 Year,No,38870.0,26.0,281,0
372714,Male,59,1,18.0,0,1-2 Year,Yes,28453.0,124.0,92,0
69466,Female,43,1,28.0,0,1-2 Year,Yes,27522.0,26.0,43,0
202021,Female,26,1,8.0,1,< 1 Year,No,37047.0,152.0,69,0
175508,Female,21,1,12.0,1,< 1 Year,No,27907.0,160.0,232,0
294041,Male,50,1,15.0,0,1-2 Year,Yes,29583.0,26.0,45,0
282032,Female,26,1,28.0,1,1-2 Year,No,34448.0,124.0,287,0
148063,Female,22,1,36.0,0,< 1 Year,No,40577.0,152.0,142,0
182786,Male,26,1,43.0,1,< 1 Year,No,24661.0,160.0,120,0
217687,Male,24,1,11.0,1,< 1 Year,No,23498.0,152.0,273,0
231911,Male,31,1,2.0,1,< 1 Year,No,33041.0,152.0,106,0
166161,Male,27,1,28.0,1,< 1 Year,No,32606.0,152.0,262,0
67868,Male,74,1,39.0,0,1-2 Year,Yes,25274.0,124.0,66,0
121694,Female,40,1,28.0,1,1-2 Year,No,34549.0,124.0,237,0
321915,Male,67,1,28.0,0,> 2 Years,Yes,49294.0,26.0,81,1
274847,Female,22,1,27.0,0,< 1 Year,Yes,25153.0,160.0,156,0
605,Male,25,1,28.0,0,< 1 Year,Yes,60550.0,152.0,269,0
15708,Female,23,1,41.0,1,< 1 Year,No,38158.0,152.0,35,0
230267,Female,22,1,36.0,1,< 1 Year,No,35517.0,152.0,198,0
342763,Male,59,1,28.0,0,1-2 Year,No,37027.0,124.0,238,0
306229,Female,31,1,8.0,0,1-2 Year,Yes,2630.0,156.0,157,0
322753,Male,67,1,46.0,0,1-2 Year,Yes,30335.0,94.0,273,0
343451,Male,57,1,28.0,1,1-2 Year,No,31821.0,122.0,70,0
58300,Female,20,1,50.0,0,< 1 Year,Yes,41073.0,160.0,59,0
375346,Male,58,1,8.0,1,1-2 Year,No,56185.0,7.0,181,0
68954,Male,43,1,46.0,1,1-2 Year,No,28785.0,124.0,22,0
212864,Male,29,1,28.0,1,< 1 Year,No,25577.0,152.0,123,0
312360,Female,51,1,28.0,0,> 2 Years,Yes,64281.0,26.0,198,0
220298,Female,23,1,15.0,1,< 1 Year,Yes,2630.0,152.0,178,0
360079,Male,41,1,28.0,0,1-2 Year,Yes,28873.0,124.0,262,1
241068,Female,39,1,26.0,1,1-2 Year,No,29683.0,26.0,76,0
191646,Male,38,1,43.0,1,1-2 Year,No,21712.0,124.0,20,0
4558,Male,21,1,15.0,1,< 1 Year,No,33196.0,160.0,91,0
112996,Male,30,1,28.0,1,1-2 Year,No,2630.0,26.0,250,0
316564,Male,31,1,8.0,1,< 1 Year,No,41497.0,152.0,47,0
150356,Female,42,1,28.0,0,1-2 Year,Yes,25645.0,26.0,168,0
375384,Male,30,1,9.0,0,> 2 Years,Yes,2630.0,31.0,236,0
57260,Female,47,1,28.0,0,1-2 Year,No,35910.0,26.0,92,0
358234,Male,35,1,15.0,0,1-2 Year,Yes,27862.0,154.0,33,0
260503,Male,24,1,15.0,0,< 1 Year,Yes,22234.0,152.0,44,0
12290,Female,46,1,46.0,0,1-2 Year,Yes,2630.0,156.0,13,0
21610,Male,64,1,36.0,1,1-2 Year,No,35786.0,124.0,157,0
199901,Male,34,1,15.0,0,1-2 Year,Yes,30838.0,152.0,230,0
250016,Male,29,1,10.0,1,< 1 Year,No,26936.0,152.0,143,0
241199,Male,26,1,30.0,1,< 1 Year,No,24868.0,152.0,281,0
149926,Female,23,1,28.0,0,< 1 Year,No,38140.0,26.0,164,0
277343,Female,63,1,28.0,0,1-2 Year,Yes,2630.0,124.0,283,1
267070,Female,23,1,7.0,0,< 1 Year,No,33562.0,152.0,188,0
25322,Female,26,1,33.0,0,< 1 Year,Yes,24198.0,152.0,55,0
251052,Male,44,1,1.0,0,1-2 Year,Yes,2630.0,124.0,122,0
288125,Female,24,1,37.0,1,< 1 Year,No,41352.0,151.0,12,0
149813,Male,22,1,29.0,1,< 1 Year,No,26723.0,152.0,11,0
356216,Female,43,1,28.0,1,1-2 Year,No,33511.0,124.0,111,0
344953,Female,25,1,20.0,0,< 1 Year,Yes,2630.0,152.0,122,0
337755,Male,23,1,39.0,1,< 1 Year,No,2630.0,152.0,234,0
109414,Female,54,1,28.0,0,> 2 Years,Yes,2630.0,124.0,173,0
12528,Male,24,1,30.0,0,< 1 Year,No,33862.0,152.0,201,0
97306,Female,22,1,28.0,1,< 1 Year,No,78692.0,152.0,122,0
362063,Male,55,1,2.0,1,1-2 Year,No,2630.0,26.0,244,0
196471,Male,65,1,36.0,1,1-2 Year,No,2630.0,26.0,207,0
70790,Male,39,1,3.0,0,1-2 Year,Yes,2630.0,163.0,73,1
149349,Female,25,1,14.0,1,< 1 Year,No,54753.0,152.0,171,0
365346,Male,64,1,28.0,0,> 2 Years,Yes,24130.0,122.0,202,0
334894,Female,29,1,11.0,1,< 1 Year,No,25261.0,152.0,167,0
222345,Male,41,1,28.0,0,1-2 Year,Yes,48311.0,124.0,97,0
53208,Female,20,1,15.0,1,< 1 Year,Yes,32987.0,160.0,62,0
333781,Female,54,1,46.0,1,1-2 Year,No,29086.0,160.0,291,0
229900,Female,24,1,12.0,1,< 1 Year,No,22596.0,152.0,219,0
331064,Female,41,1,28.0,0,1-2 Year,Yes,35689.0,26.0,210,0
139849,Female,69,1,46.0,0,1-2 Year,Yes,2630.0,91.0,126,0
184099,Male,27,1,41.0,1,< 1 Year,No,27715.0,152.0,164,0
21877,Female,23,1,47.0,1,< 1 Year,No,37086.0,160.0,55,0
49749,Male,44,1,28.0,0,1-2 Year,Yes,39271.0,55.0,53,0
318835,Female,27,1,23.0,1,< 1 Year,No,27676.0,152.0,111,0
16787,Female,40,1,8.0,0,1-2 Year,Yes,36972.0,26.0,157,1
264847,Female,25,1,3.0,1,< 1 Year,No,23803.0,152.0,105,0
330235,Male,39,1,25.0,0,1-2 Year,Yes,34717.0,124.0,141,0
352400,Male,66,1,28.0,1,1-2 Year,No,44497.0,124.0,104,0
346044,Male,28,1,50.0,0,< 1 Year,No,37417.0,152.0,44,0
176580,Male,21,1,8.0,1,< 1 Year,No,42730.0,160.0,241,0
57688,Male,26,1,29.0,0,< 1 Year,Yes,29292.0,152.0,96,1
169459,Female,21,1,21.0,1,< 1 Year,No,2630.0,160.0,215,0
216754,Male,24,1,47.0,1,< 1 Year,No,41809.0,152.0,266,0
164359,Female,45,1,6.0,0,1-2 Year,No,32113.0,26.0,155,0
296595,Male,80,1,29.0,0,1-2 Year,No,2630.0,30.0,244,0
133634,Male,33,1,6.0,0,< 1 Year,Yes,24284.0,154.0,39,1
232266,Male,24,1,15.0,1,< 1 Year,No,31203.0,152.0,159,0
5558,Female,24,1,16.0,0,< 1 Year,Yes,24766.0,152.0,48,0
198699,Female,30,1,28.0,0,1-2 Year,No,39587.0,122.0,10,0
294480,Female,76,1,15.0,0,1-2 Year,Yes,34896.0,124.0,144,0
305044,Female,23,1,28.0,1,< 1 Year,No,24338.0,152.0,233,0
73650,Male,42,1,41.0,1,1-2 Year,No,29132.0,124.0,71,0
134857,Female,21,1,37.0,0,< 1 Year,Yes,23185.0,156.0,18,0
329130,Female,21,1,14.0,1,< 1 Year,No,26312.0,160.0,184,0
70374,Male,54,1,11.0,0,1-2 Year,Yes,2630.0,156.0,210,0
177098,Male,44,1,28.0,0,1-2 Year,Yes,35519.0,124.0,263,0
357264,Female,22,1,28.0,1,< 1 Year,No,24890.0,152.0,34,0
366237,Female,25,1,11.0,0,< 1 Year,Yes,25062.0,120.0,151,0
364039,Female,22,1,10.0,0,< 1 Year,Yes,22552.0,160.0,263,0
227138,Male,37,1,28.0,1,1-2 Year,No,2630.0,55.0,294,0
24473,Female,34,1,28.0,1,1-2 Year,No,82876.0,152.0,281,0
294537,Male,50,1,28.0,0,1-2 Year,Yes,30491.0,124.0,52,0
67401,Female,44,1,28.0,0,1-2 Year,Yes,26056.0,124.0,222,0
130239,Female,34,1,33.0,1,1-2 Year,No,28466.0,152.0,204,0
75704,Female,24,1,2.0,1,< 1 Year,Yes,19746.0,152.0,14,0
81269,Male,45,1,38.0,1,1-2 Year,No,31103.0,124.0,232,0
300283,Male,21,1,8.0,0,< 1 Year,Yes,25841.0,160.0,269,0
241289,Male,54,1,8.0,0,1-2 Year,Yes,47976.0,7.0,49,0
129843,Female,29,1,28.0,1,< 1 Year,No,40916.0,152.0,252,0
179291,Female,22,1,3.0,0,1-2 Year,Yes,31806.0,157.0,51,1
225278,Male,25,1,28.0,0,< 1 Year,Yes,59349.0,150.0,71,0
208076,Male,36,1,5.0,1,1-2 Year,No,23902.0,26.0,160,0
104034,Male,21,1,6.0,0,< 1 Year,Yes,30309.0,160.0,52,0
170443,Female,25,1,32.0,1,< 1 Year,No,34853.0,152.0,63,0
182572,Female,35,1,28.0,0,1-2 Year,Yes,61710.0,152.0,260,1
356857,Male,25,1,41.0,1,< 1 Year,No,24727.0,152.0,26,0
333393,Female,23,1,9.0,0,< 1 Year,Yes,36282.0,26.0,34,0
89603,Male,26,1,37.0,0,< 1 Year,Yes,32151.0,152.0,294,0
87628,Male,49,1,41.0,1,1-2 Year,No,32188.0,26.0,64,0
221737,Female,52,1,28.0,0,1-2 Year,Yes,34561.0,26.0,136,0
3987,Male,45,1,14.0,1,1-2 Year,Yes,29108.0,30.0,176,0
361948,Female,22,1,41.0,1,< 1 Year,No,30116.0,152.0,74,0
365318,Male,43,1,8.0,0,1-2 Year,Yes,33084.0,154.0,199,0
159088,Female,23,1,48.0,0,< 1 Year,No,2630.0,152.0,142,0
309528,Male,68,1,28.0,1,1-2 Year,No,50512.0,125.0,104,0
359146,Male,46,1,3.0,0,1-2 Year,Yes,29896.0,124.0,46,0
257770,Male,42,1,45.0,0,1-2 Year,Yes,29268.0,124.0,37,1
106775,Male,37,1,28.0,0,1-2 Year,Yes,44112.0,124.0,88,1
22151,Female,32,1,28.0,0,1-2 Year,Yes,38841.0,124.0,153,1
181976,Male,43,1,48.0,0,1-2 Year,Yes,2630.0,124.0,83,0
119508,Male,60,1,28.0,0,> 2 Years,Yes,54915.0,124.0,189,0
365259,Male,42,1,28.0,1,1-2 Year,No,33977.0,26.0,262,0
79612,Male,27,1,38.0,1,< 1 Year,No,67264.0,152.0,174,0
337849,Male,61,1,28.0,0,1-2 Year,Yes,52075.0,157.0,23,1
195758,Male,27,1,41.0,0,< 1 Year,Yes,2630.0,156.0,254,1
341830,Female,25,1,28.0,0,< 1 Year,Yes,42379.0,152.0,253,0
105905,Male,47,1,25.0,1,1-2 Year,No,33395.0,124.0,81,0
284911,Female,22,1,25.0,0,< 1 Year,Yes,23291.0,152.0,124,0
243329,Female,20,1,22.0,1,< 1 Year,No,42746.0,160.0,188,0
31642,Female,31,1,50.0,1,< 1 Year,No,42095.0,152.0,119,0
340563,Male,36,1,28.0,0,1-2 Year,Yes,44424.0,156.0,296,0
35081,Male,51,1,28.0,0,1-2 Year,Yes,25534.0,124.0,283,1
170277,Female,46,1,28.0,0,1-2 Year,Yes,49412.0,26.0,154,1
43288,Female,33,1,15.0,0,< 1 Year,No,32333.0,160.0,130,0
165363,Male,64,1,2.0,0,1-2 Year,Yes,2630.0,116.0,282,0
324097,Male,48,1,20.0,0,1-2 Year,Yes,2630.0,26.0,216,0
277102,Female,49,1,18.0,1,1-2 Year,No,2630.0,26.0,272,0
318437,Male,26,1,50.0,0,< 1 Year,Yes,50046.0,152.0,82,0
16188,Female,59,1,28.0,0,1-2 Year,Yes,35680.0,26.0,208,0
5958,Male,26,1,50.0,1,< 1 Year,No,43978.0,152.0,255,0
272529,Male,52,1,28.0,1,1-2 Year,No,2630.0,26.0,263,0
95290,Male,54,1,7.0,0,1-2 Year,Yes,64343.0,26.0,178,1
191346,Female,24,1,15.0,1,< 1 Year,No,2630.0,151.0,185,0
300368,Female,77,1,28.0,0,> 2 Years,Yes,40731.0,26.0,125,0
17295,Female,23,1,21.0,1,< 1 Year,No,17024.0,151.0,282,0
211222,Male,29,1,30.0,1,< 1 Year,No,21800.0,152.0,112,0
261691,Female,24,1,46.0,1,< 1 Year,No,34792.0,152.0,19,0
89556,Female,23,1,43.0,1,< 1 Year,No,2630.0,152.0,238,0
103350,Female,20,1,19.0,0,< 1 Year,Yes,2630.0,160.0,176,0
280931,Male,44,1,28.0,0,> 2 Years,Yes,51568.0,26.0,127,0
141484,Male,62,1,41.0,0,> 2 Years,Yes,20374.0,124.0,115,0
110794,Male,42,1,33.0,0,1-2 Year,Yes,35254.0,156.0,75,0
202975,Male,60,1,50.0,1,1-2 Year,No,2630.0,152.0,71,0
318860,Male,28,1,31.0,0,< 1 Year,No,2630.0,152.0,24,0
144731,Male,51,1,45.0,0,> 2 Years,Yes,35283.0,26.0,160,0
292784,Male,73,1,28.0,1,1-2 Year,No,50254.0,26.0,75,0
295522,Female,29,1,7.0,0,< 1 Year,Yes,2630.0,163.0,79,0
117410,Male,23,1,43.0,0,< 1 Year,No,20889.0,151.0,114,0
270401,Male,27,1,28.0,0,< 1 Year,Yes,32968.0,152.0,186,0
283955,Female,72,1,28.0,1,1-2 Year,Yes,41284.0,26.0,81,0
255169,Female,21,1,4.0,0,< 1 Year,Yes,2630.0,152.0,180,0
334338,Female,24,1,41.0,0,< 1 Year,Yes,2630.0,124.0,144,1
166024,Female,22,1,15.0,0,< 1 Year,Yes,32415.0,152.0,149,0
122994,Male,45,1,28.0,0,1-2 Year,Yes,36142.0,26.0,178,0
195561,Male,27,1,28.0,1,< 1 Year,No,90771.0,152.0,61,0
321569,Male,49,1,35.0,1,1-2 Year,No,22870.0,26.0,154,0
21007,Female,44,1,28.0,0,1-2 Year,Yes,29238.0,122.0,173,0
333587,Female,21,1,33.0,1,< 1 Year,No,31586.0,152.0,281,0
347242,Male,56,1,8.0,0,1-2 Year,Yes,45529.0,124.0,35,0
108217,Male,31,1,36.0,1,< 1 Year,No,39842.0,152.0,80,0
62396,Male,41,1,28.0,0,1-2 Year,No,45181.0,124.0,236,0
15015,Male,48,1,33.0,0,1-2 Year,Yes,31696.0,124.0,261,0
50848,Male,38,1,50.0,0,1-2 Year,Yes,31231.0,163.0,239,0
359036,Male,58,1,28.0,0,1-2 Year,Yes,36803.0,13.0,12,1
160822,Female,38,1,28.0,0,1-2 Year,Yes,52329.0,122.0,17,0
237231,Female,20,1,41.0,1,< 1 Year,No,24416.0,160.0,52,0
347174,Female,28,1,41.0,1,< 1 Year,No,32753.0,152.0,223,0
97942,Male,22,1,15.0,0,< 1 Year,Yes,33510.0,160.0,21,0
238603,Male,21,1,35.0,0,< 1 Year,Yes,36066.0,160.0,129,0
99231,Male,23,1,33.0,0,< 1 Year,Yes,2630.0,160.0,98,0
104555,Female,33,1,28.0,0,< 1 Year,Yes,46588.0,152.0,269,0
183108,Male,43,1,13.0,1,1-2 Year,No,25113.0,42.0,281,0
13064,Male,68,1,28.0,1,1-2 Year,No,58043.0,55.0,253,0
92186,Male,23,1,30.0,1,< 1 Year,No,26572.0,152.0,175,0
352703,Male,22,1,28.0,0,1-2 Year,Yes,47026.0,124.0,132,1
52776,Female,27,1,28.0,1,< 1 Year,No,38070.0,124.0,142,0
108123,Male,38,1,10.0,1,1-2 Year,No,23159.0,152.0,44,0
127247,Female,78,0,13.0,1,1-2 Year,No,29082.0,26.0,13,0
